date,department_id,occupied_beds,emergency_cases,revenue,total_beds,occupancy_rate,day_of_week,month,weekend
2025-08-22,3,2,1,183004,44,4.545454545454546,4,8,0
2025-08-22,4,1,1,148573,34,2.941176470588235,4,8,0
2025-08-22,5,1,0,77337,48,2.083333333333333,4,8,0
2025-08-22,6,1,1,10450,40,2.5,4,8,0
2025-08-22,7,1,0,101216,47,2.127659574468085,4,8,0
2025-08-22,8,4,2,107626,37,10.81081081081081,4,8,0
2025-08-22,9,3,1,107891,37,8.108108108108109,4,8,0
2025-08-22,10,1,0,78264,46,2.1739130434782608,4,8,0
2025-08-22,11,1,0,125011,44,2.272727272727273,4,8,0
2025-08-22,12,1,0,70032,49,2.0408163265306123,4,8,0
2025-08-23,1,3,0,254373,39,7.6923076923076925,5,8,1
2025-08-23,2,3,0,188581,35,8.571428571428571,5,8,1
2025-08-23,3,2,1,183004,44,4.545454545454546,5,8,1
2025-08-23,4,1,1,148573,34,2.941176470588235,5,8,1
2025-08-23,5,1,0,77337,48,2.083333333333333,5,8,1
2025-08-23,6,1,1,10450,40,2.5,5,8,1
2025-08-23,7,1,0,101216,47,2.127659574468085,5,8,1
2025-08-23,8,3,2,59776,37,8.108108108108109,5,8,1
2025-08-23,9,3,1,107891,37,8.108108108108109,5,8,1
2025-08-23,10,1,0,78264,46,2.1739130434782608,5,8,1
2025-08-23,12,1,0,70032,49,2.0408163265306123,5,8,1
2025-08-24,1,3,1,151403,39,7.6923076923076925,6,8,1
2025-08-24,2,3,0,188581,35,8.571428571428571,6,8,1
2025-08-24,3,1,0,121759,44,2.272727272727273,6,8,1
2025-08-24,4,1,1,148573,34,2.941176470588235,6,8,1
2025-08-24,6,1,1,10450,40,2.5,6,8,1
2025-08-24,7,1,0,101216,47,2.127659574468085,6,8,1
2025-08-24,8,1,1,34237,37,2.7027027027027026,6,8,1
2025-08-24,9,1,0,16816,37,2.7027027027027026,6,8,1
2025-08-24,10,1,0,78264,46,2.1739130434782608,6,8,1
2025-08-24,12,1,0,70032,49,2.0408163265306123,6,8,1
2025-08-25,1,2,1,99968,39,5.128205128205128,0,8,0
2025-08-25,2,3,0,188581,35,8.571428571428571,0,8,0
2025-08-25,3,1,0,121759,44,2.272727272727273,0,8,0
2025-08-25,6,1,1,10450,40,2.5,0,8,0
2025-08-25,7,1,0,101216,47,2.127659574468085,0,8,0
2025-08-25,8,1,1,34237,37,2.7027027027027026,0,8,0
2025-08-25,9,1,0,16816,37,2.7027027027027026,0,8,0
2025-08-25,10,1,0,78264,46,2.1739130434782608,0,8,0
2025-08-26,1,2,1,99968,39,5.128205128205128,1,8,0
2025-08-26,2,2,0,133098,35,5.714285714285714,1,8,0
2025-08-26,3,1,0,121759,44,2.272727272727273,1,8,0
2025-08-26,6,1,1,10450,40,2.5,1,8,0
2025-08-26,7,2,0,165624,47,4.25531914893617,1,8,0
2025-08-26,8,2,2,121317,37,5.405405405405405,1,8,0
2025-08-26,9,1,0,16816,37,2.7027027027027026,1,8,0
2025-08-26,10,1,0,78264,46,2.1739130434782608,1,8,0
2025-08-27,1,2,1,99968,39,5.128205128205128,2,8,0
2025-08-27,2,2,0,133098,35,5.714285714285714,2,8,0
2025-08-27,3,1,0,121759,44,2.272727272727273,2,8,0
2025-08-27,5,1,1,103853,48,2.083333333333333,2,8,0
2025-08-27,6,1,1,10450,40,2.5,2,8,0
2025-08-27,7,2,0,165624,47,4.25531914893617,2,8,0
2025-08-27,8,2,2,121317,37,5.405405405405405,2,8,0
2025-08-27,9,2,0,152322,37,5.405405405405405,2,8,0
2025-08-27,10,1,0,78264,46,2.1739130434782608,2,8,0
2025-08-27,11,1,1,144868,44,2.272727272727273,2,8,0
2025-08-27,12,1,1,41504,49,2.0408163265306123,2,8,0
2025-08-28,1,2,1,99968,39,5.128205128205128,3,8,0
2025-08-28,2,3,0,248915,35,8.571428571428571,3,8,0
2025-08-28,3,1,0,121759,44,2.272727272727273,3,8,0
2025-08-28,5,1,1,103853,48,2.083333333333333,3,8,0
2025-08-28,7,2,0,186588,47,4.25531914893617,3,8,0
2025-08-28,8,2,2,121317,37,5.405405405405405,3,8,0
2025-08-28,9,2,0,152322,37,5.405405405405405,3,8,0
2025-08-28,10,1,1,65328,46,2.1739130434782608,3,8,0
2025-08-28,11,1,1,144868,44,2.272727272727273,3,8,0
2025-08-28,12,1,1,41504,49,2.0408163265306123,3,8,0
2025-08-29,1,2,1,99968,39,5.128205128205128,4,8,0
2025-08-29,2,3,0,248915,35,8.571428571428571,4,8,0
2025-08-29,3,2,0,223772,44,4.545454545454546,4,8,0
2025-08-29,5,1,1,103853,48,2.083333333333333,4,8,0
2025-08-29,7,2,1,266417,47,4.25531914893617,4,8,0
2025-08-29,8,3,3,129944,37,8.108108108108109,4,8,0
2025-08-29,9,2,0,152322,37,5.405405405405405,4,8,0
2025-08-29,10,1,1,65328,46,2.1739130434782608,4,8,0
2025-08-29,12,1,1,41504,49,2.0408163265306123,4,8,0
2025-08-30,1,1,0,59690,39,2.564102564102564,5,8,1
2025-08-30,2,2,0,129577,35,5.714285714285714,5,8,1
2025-08-30,3,2,0,223772,44,4.545454545454546,5,8,1
2025-08-30,7,2,1,266417,47,4.25531914893617,5,8,1
2025-08-30,8,3,3,129944,37,8.108108108108109,5,8,1
2025-08-30,9,2,0,152322,37,5.405405405405405,5,8,1
2025-08-30,10,1,1,65328,46,2.1739130434782608,5,8,1
2025-08-30,12,1,1,41504,49,2.0408163265306123,5,8,1
2025-08-31,2,2,0,227314,35,5.714285714285714,6,8,1
2025-08-31,3,2,0,223772,44,4.545454545454546,6,8,1
2025-08-31,7,2,1,266417,47,4.25531914893617,6,8,1
2025-08-31,8,3,3,77986,37,8.108108108108109,6,8,1
2025-08-31,9,2,0,152322,37,5.405405405405405,6,8,1
2025-08-31,10,1,0,125919,46,2.1739130434782608,6,8,1
2025-08-31,12,1,1,41504,49,2.0408163265306123,6,8,1
2025-09-01,2,2,0,227314,35,5.714285714285714,0,9,0
2025-09-01,3,1,0,102013,44,2.272727272727273,0,9,0
2025-09-01,7,2,1,266417,47,4.25531914893617,0,9,0
2025-09-01,8,3,3,77986,37,8.108108108108109,0,9,0
2025-09-01,9,2,0,230775,37,5.405405405405405,0,9,0
2025-09-01,10,1,0,125919,46,2.1739130434782608,0,9,0
2025-09-01,12,1,1,41504,49,2.0408163265306123,0,9,0
2025-09-02,2,1,0,111497,35,2.857142857142857,1,9,0
2025-09-02,4,1,0,130961,34,2.941176470588235,1,9,0
2025-09-02,5,1,0,20695,48,2.083333333333333,1,9,0
2025-09-02,7,3,2,398881,47,6.382978723404255,1,9,0
2025-09-02,8,2,2,43749,37,5.405405405405405,1,9,0
2025-09-02,9,2,0,230775,37,5.405405405405405,1,9,0
2025-09-02,10,2,1,154357,46,4.3478260869565215,1,9,0
2025-09-02,12,1,1,41504,49,2.0408163265306123,1,9,0
2025-09-03,2,2,0,232164,35,5.714285714285714,2,9,0
2025-09-03,4,1,0,130961,34,2.941176470588235,2,9,0
2025-09-03,5,1,0,20695,48,2.083333333333333,2,9,0
2025-09-03,7,2,1,254644,47,4.25531914893617,2,9,0
2025-09-03,8,2,2,43749,37,5.405405405405405,2,9,0
2025-09-03,10,2,1,154357,46,4.3478260869565215,2,9,0
2025-09-03,11,1,0,62970,44,2.272727272727273,2,9,0
2025-09-04,2,2,0,232164,35,5.714285714285714,3,9,0
2025-09-04,3,1,0,96203,44,2.272727272727273,3,9,0
2025-09-04,4,1,0,130961,34,2.941176470588235,3,9,0
2025-09-04,5,1,0,20695,48,2.083333333333333,3,9,0
2025-09-04,7,2,1,254644,47,4.25531914893617,3,9,0
2025-09-04,8,3,3,136978,37,8.108108108108109,3,9,0
2025-09-04,10,1,0,125919,46,2.1739130434782608,3,9,0
2025-09-04,11,1,0,62970,44,2.272727272727273,3,9,0
2025-09-05,2,1,0,120667,35,2.857142857142857,4,9,0
2025-09-05,3,1,0,96203,44,2.272727272727273,4,9,0
2025-09-05,4,2,1,141526,34,5.88235294117647,4,9,0
2025-09-05,5,1,0,20695,48,2.083333333333333,4,9,0
2025-09-05,6,1,1,123821,40,2.5,4,9,0
2025-09-05,7,1,1,132464,47,2.127659574468085,4,9,0
2025-09-05,8,2,2,101856,37,5.405405405405405,4,9,0
2025-09-05,10,1,0,125919,46,2.1739130434782608,4,9,0
2025-09-05,12,1,1,132257,49,2.0408163265306123,4,9,0
2025-09-06,2,1,0,120667,35,2.857142857142857,5,9,1
2025-09-06,3,1,0,96203,44,2.272727272727273,5,9,1
2025-09-06,4,2,1,141526,34,5.88235294117647,5,9,1
2025-09-06,5,1,0,20695,48,2.083333333333333,5,9,1
2025-09-06,6,1,1,123821,40,2.5,5,9,1
2025-09-06,7,1,1,132464,47,2.127659574468085,5,9,1
2025-09-06,8,4,3,354447,37,10.81081081081081,5,9,1
2025-09-06,10,1,0,125919,46,2.1739130434782608,5,9,1
2025-09-06,12,1,1,132257,49,2.0408163265306123,5,9,1
2025-09-07,2,1,0,120667,35,2.857142857142857,6,9,1
2025-09-07,3,2,0,177812,44,4.545454545454546,6,9,1
2025-09-07,4,1,0,146076,34,2.941176470588235,6,9,1
2025-09-07,5,1,0,20695,48,2.083333333333333,6,9,1
2025-09-07,6,1,1,123821,40,2.5,6,9,1
2025-09-07,7,1,1,132464,47,2.127659574468085,6,9,1
2025-09-07,8,3,2,345820,37,8.108108108108109,6,9,1
2025-09-07,10,1,0,125919,46,2.1739130434782608,6,9,1
2025-09-07,12,1,1,132257,49,2.0408163265306123,6,9,1
2025-09-08,1,1,1,32250,39,2.564102564102564,0,9,0
2025-09-08,2,2,0,220735,35,5.714285714285714,0,9,0
2025-09-08,3,2,0,177812,44,4.545454545454546,0,9,0
2025-09-08,4,1,0,146076,34,2.941176470588235,0,9,0
2025-09-08,5,1,0,20695,48,2.083333333333333,0,9,0
2025-09-08,6,1,1,123821,40,2.5,0,9,0
2025-09-08,7,3,2,248776,47,6.382978723404255,0,9,0
2025-09-08,8,3,3,314412,37,8.108108108108109,0,9,0
2025-09-08,12,1,1,132257,49,2.0408163265306123,0,9,0
2025-09-09,1,1,1,32250,39,2.564102564102564,1,9,0
2025-09-09,2,3,0,237210,35,8.571428571428571,1,9,0
2025-09-09,3,1,0,81609,44,2.272727272727273,1,9,0
2025-09-09,4,1,0,146076,34,2.941176470588235,1,9,0
2025-09-09,5,1,0,20695,48,2.083333333333333,1,9,0
2025-09-09,6,1,1,123821,40,2.5,1,9,0
2025-09-09,7,3,2,248776,47,6.382978723404255,1,9,0
2025-09-09,8,2,2,183516,37,5.405405405405405,1,9,0
2025-09-09,12,1,1,132257,49,2.0408163265306123,1,9,0
2025-09-10,1,1,1,32250,39,2.564102564102564,2,9,0
2025-09-10,2,3,0,237210,35,8.571428571428571,2,9,0
2025-09-10,3,2,1,101812,44,4.545454545454546,2,9,0
2025-09-10,4,1,1,113446,34,2.941176470588235,2,9,0
2025-09-10,5,2,1,106824,48,4.166666666666666,2,9,0
2025-09-10,6,1,1,123821,40,2.5,2,9,0
2025-09-10,7,2,1,173583,47,4.25531914893617,2,9,0
2025-09-10,8,2,2,183516,37,5.405405405405405,2,9,0
2025-09-10,11,1,1,17767,44,2.272727272727273,2,9,0
2025-09-10,12,1,1,132257,49,2.0408163265306123,2,9,0
2025-09-11,1,1,1,32250,39,2.564102564102564,3,9,0
2025-09-11,2,3,1,238539,35,8.571428571428571,3,9,0
2025-09-11,3,2,1,101812,44,4.545454545454546,3,9,0
2025-09-11,4,1,1,113446,34,2.941176470588235,3,9,0
2025-09-11,5,2,1,106824,48,4.166666666666666,3,9,0
2025-09-11,6,2,1,228631,40,5.0,3,9,0
2025-09-11,7,3,1,314089,47,6.382978723404255,3,9,0
2025-09-11,8,2,2,183516,37,5.405405405405405,3,9,0
2025-09-11,11,1,1,17767,44,2.272727272727273,3,9,0
2025-09-12,1,1,1,32250,39,2.564102564102564,4,9,0
2025-09-12,2,4,1,309771,35,11.428571428571429,4,9,0
2025-09-12,3,3,2,115722,44,6.8181818181818175,4,9,0
2025-09-12,4,1,1,113446,34,2.941176470588235,4,9,0
2025-09-12,5,2,1,106824,48,4.166666666666666,4,9,0
2025-09-12,6,2,1,228631,40,5.0,4,9,0
2025-09-12,7,2,0,181625,47,4.25531914893617,4,9,0
2025-09-12,8,2,2,183516,37,5.405405405405405,4,9,0
2025-09-12,9,1,0,9218,37,2.7027027027027026,4,9,0
2025-09-12,11,1,1,17767,44,2.272727272727273,4,9,0
2025-09-13,1,1,1,32250,39,2.564102564102564,5,9,1
2025-09-13,2,4,1,309771,35,11.428571428571429,5,9,1
2025-09-13,3,3,2,115722,44,6.8181818181818175,5,9,1
2025-09-13,4,1,1,113446,34,2.941176470588235,5,9,1
2025-09-13,5,1,1,86129,48,2.083333333333333,5,9,1
2025-09-13,6,2,1,228631,40,5.0,5,9,1
2025-09-13,7,3,1,273166,47,6.382978723404255,5,9,1
2025-09-13,8,2,2,183516,37,5.405405405405405,5,9,1
2025-09-13,9,1,0,9218,37,2.7027027027027026,5,9,1
2025-09-13,11,1,1,17767,44,2.272727272727273,5,9,1
2025-09-14,1,1,1,32250,39,2.564102564102564,6,9,1
2025-09-14,2,3,0,187775,35,8.571428571428571,6,9,1
2025-09-14,3,2,2,34113,44,4.545454545454546,6,9,1
2025-09-14,4,1,1,113446,34,2.941176470588235,6,9,1
2025-09-14,5,1,1,86129,48,2.083333333333333,6,9,1
2025-09-14,6,1,0,104810,40,2.5,6,9,1
2025-09-14,7,3,1,273166,47,6.382978723404255,6,9,1
2025-09-14,8,2,2,183516,37,5.405405405405405,6,9,1
2025-09-14,9,1,0,9218,37,2.7027027027027026,6,9,1
2025-09-15,1,1,1,32250,39,2.564102564102564,0,9,0
2025-09-15,2,3,0,187775,35,8.571428571428571,0,9,0
2025-09-15,3,2,2,34113,44,4.545454545454546,0,9,0
2025-09-15,4,1,1,113446,34,2.941176470588235,0,9,0
2025-09-15,5,1,1,86129,48,2.083333333333333,0,9,0
2025-09-15,7,3,1,273166,47,6.382978723404255,0,9,0
2025-09-15,8,1,1,90287,37,2.7027027027027026,0,9,0
2025-09-15,9,1,0,9218,37,2.7027027027027026,0,9,0
2025-09-16,2,2,0,87707,35,5.714285714285714,1,9,0
2025-09-16,3,3,3,59705,44,6.8181818181818175,1,9,0
2025-09-16,4,1,1,113446,34,2.941176470588235,1,9,0
2025-09-16,7,3,1,273166,47,6.382978723404255,1,9,0
2025-09-16,8,1,1,90287,37,2.7027027027027026,1,9,0
2025-09-16,9,1,0,9218,37,2.7027027027027026,1,9,0
2025-09-17,2,1,0,71232,35,2.857142857142857,2,9,0
2025-09-17,3,3,3,59705,44,6.8181818181818175,2,9,0
2025-09-17,7,4,1,290001,47,8.51063829787234,2,9,0
2025-09-17,8,1,1,90287,37,2.7027027027027026,2,9,0
2025-09-17,9,2,0,47055,37,5.405405405405405,2,9,0
2025-09-17,10,1,1,61561,46,2.1739130434782608,2,9,0
2025-09-18,2,1,0,71232,35,2.857142857142857,3,9,0
2025-09-18,3,2,2,45795,44,4.545454545454546,3,9,0
2025-09-18,5,1,0,144878,48,2.083333333333333,3,9,0
2025-09-18,7,3,1,248882,47,6.382978723404255,3,9,0
2025-09-18,9,3,0,122531,37,8.108108108108109,3,9,0
2025-09-18,10,1,1,61561,46,2.1739130434782608,3,9,0
2025-09-18,11,1,1,144558,44,2.272727272727273,3,9,0
2025-09-19,1,1,0,138070,39,2.564102564102564,4,9,0
2025-09-19,2,1,0,71232,35,2.857142857142857,4,9,0
2025-09-19,3,2,2,45795,44,4.545454545454546,4,9,0
2025-09-19,4,1,0,14926,34,2.941176470588235,4,9,0
2025-09-19,5,1,0,144878,48,2.083333333333333,4,9,0
2025-09-19,7,3,1,248882,47,6.382978723404255,4,9,0
2025-09-19,9,2,0,84694,37,5.405405405405405,4,9,0
2025-09-19,10,1,1,61561,46,2.1739130434782608,4,9,0
2025-09-19,11,1,1,144558,44,2.272727272727273,4,9,0
2025-09-19,12,2,1,212051,49,4.081632653061225,4,9,0
2025-09-20,1,1,0,138070,39,2.564102564102564,5,9,1
2025-09-20,2,1,0,71232,35,2.857142857142857,5,9,1
2025-09-20,3,2,2,45795,44,4.545454545454546,5,9,1
2025-09-20,4,1,0,14926,34,2.941176470588235,5,9,1
2025-09-20,5,2,0,163066,48,4.166666666666666,5,9,1
2025-09-20,7,3,1,248882,47,6.382978723404255,5,9,1
2025-09-20,9,2,0,63295,37,5.405405405405405,5,9,1
2025-09-20,10,1,1,61561,46,2.1739130434782608,5,9,1
2025-09-20,12,2,1,212051,49,4.081632653061225,5,9,1
2025-09-21,1,1,0,138070,39,2.564102564102564,6,9,1
2025-09-21,2,2,0,95015,35,5.714285714285714,6,9,1
2025-09-21,3,2,2,171642,44,4.545454545454546,6,9,1
2025-09-21,4,1,0,14926,34,2.941176470588235,6,9,1
2025-09-21,5,2,0,163066,48,4.166666666666666,6,9,1
2025-09-21,7,3,1,248882,47,6.382978723404255,6,9,1
2025-09-21,9,2,0,63295,37,5.405405405405405,6,9,1
2025-09-21,10,1,1,61561,46,2.1739130434782608,6,9,1
2025-09-21,12,2,1,212051,49,4.081632653061225,6,9,1
2025-09-22,1,2,0,170538,39,5.128205128205128,0,9,0
2025-09-22,2,1,0,23783,35,2.857142857142857,0,9,0
2025-09-22,3,2,2,171642,44,4.545454545454546,0,9,0
2025-09-22,4,1,0,14926,34,2.941176470588235,0,9,0
2025-09-22,5,1,0,18188,48,2.083333333333333,0,9,0
2025-09-22,9,1,0,54077,37,2.7027027027027026,0,9,0
2025-09-22,10,2,2,68323,46,4.3478260869565215,0,9,0
2025-09-22,12,2,1,212051,49,4.081632653061225,0,9,0
2025-09-23,1,2,0,170538,39,5.128205128205128,1,9,0
2025-09-23,2,1,0,23783,35,2.857142857142857,1,9,0
2025-09-23,3,2,2,171642,44,4.545454545454546,1,9,0
2025-09-23,4,2,0,62943,34,5.88235294117647,1,9,0
2025-09-23,5,1,0,18188,48,2.083333333333333,1,9,0
2025-09-23,6,1,1,90224,40,2.5,1,9,0
2025-09-23,9,2,1,136984,37,5.405405405405405,1,9,0
2025-09-23,10,3,3,154524,46,6.521739130434782,1,9,0
2025-09-23,12,3,2,293592,49,6.122448979591836,1,9,0
2025-09-24,1,2,0,170538,39,5.128205128205128,2,9,0
2025-09-24,2,1,0,23783,35,2.857142857142857,2,9,0
2025-09-24,3,1,1,146050,44,2.272727272727273,2,9,0
2025-09-24,4,2,0,62943,34,5.88235294117647,2,9,0
2025-09-24,5,1,0,18188,48,2.083333333333333,2,9,0
2025-09-24,6,1,1,90224,40,2.5,2,9,0
2025-09-24,7,1,1,48042,47,2.127659574468085,2,9,0
2025-09-24,8,2,0,200492,37,5.405405405405405,2,9,0
2025-09-24,9,1,1,82907,37,2.7027027027027026,2,9,0
2025-09-24,10,3,3,154524,46,6.521739130434782,2,9,0
2025-09-24,11,1,1,15470,44,2.272727272727273,2,9,0
2025-09-24,12,3,2,293592,49,6.122448979591836,2,9,0
2025-09-25,1,1,0,32468,39,2.564102564102564,3,9,0
2025-09-25,2,1,0,23783,35,2.857142857142857,3,9,0
2025-09-25,3,2,1,235347,44,4.545454545454546,3,9,0
2025-09-25,4,2,0,62943,34,5.88235294117647,3,9,0
2025-09-25,5,1,0,18188,48,2.083333333333333,3,9,0
2025-09-25,6,1,1,90224,40,2.5,3,9,0
2025-09-25,7,1,1,48042,47,2.127659574468085,3,9,0
2025-09-25,8,3,1,326645,37,8.108108108108109,3,9,0
2025-09-25,9,1,1,82907,37,2.7027027027027026,3,9,0
2025-09-25,10,2,2,147762,46,4.3478260869565215,3,9,0
2025-09-25,11,2,1,93907,44,4.545454545454546,3,9,0
2025-09-25,12,3,2,293592,49,6.122448979591836,3,9,0
2025-09-26,2,1,0,23783,35,2.857142857142857,4,9,0
2025-09-26,3,2,1,235347,44,4.545454545454546,4,9,0
2025-09-26,4,2,0,62943,34,5.88235294117647,4,9,0
2025-09-26,5,1,0,18188,48,2.083333333333333,4,9,0
2025-09-26,6,1,1,90224,40,2.5,4,9,0
2025-09-26,7,1,1,48042,47,2.127659574468085,4,9,0
2025-09-26,8,3,1,326645,37,8.108108108108109,4,9,0
2025-09-26,9,1,1,82907,37,2.7027027027027026,4,9,0
2025-09-26,10,3,3,251492,46,6.521739130434782,4,9,0
2025-09-26,11,3,1,228025,44,6.8181818181818175,4,9,0
2025-09-26,12,3,2,293592,49,6.122448979591836,4,9,0
2025-09-27,2,1,0,23783,35,2.857142857142857,5,9,1
2025-09-27,3,2,1,235347,44,4.545454545454546,5,9,1
2025-09-27,4,3,0,102960,34,8.823529411764707,5,9,1
2025-09-27,5,1,0,18188,48,2.083333333333333,5,9,1
2025-09-27,6,1,1,90224,40,2.5,5,9,1
2025-09-27,7,4,3,392391,47,8.51063829787234,5,9,1
2025-09-27,8,3,1,326645,37,8.108108108108109,5,9,1
2025-09-27,9,1,1,82907,37,2.7027027027027026,5,9,1
2025-09-27,10,3,3,251492,46,6.521739130434782,5,9,1
2025-09-27,11,3,1,228025,44,6.8181818181818175,5,9,1
2025-09-27,12,2,1,221979,49,4.081632653061225,5,9,1
2025-09-28,2,1,0,23783,35,2.857142857142857,6,9,1
2025-09-28,3,2,1,235347,44,4.545454545454546,6,9,1
2025-09-28,4,3,0,102960,34,8.823529411764707,6,9,1
2025-09-28,6,1,1,90224,40,2.5,6,9,1
2025-09-28,7,4,3,392391,47,8.51063829787234,6,9,1
2025-09-28,8,2,1,270003,37,5.405405405405405,6,9,1
2025-09-28,9,1,1,82907,37,2.7027027027027026,6,9,1
2025-09-28,10,2,2,189931,46,4.3478260869565215,6,9,1
2025-09-28,11,2,1,149588,44,4.545454545454546,6,9,1
2025-09-28,12,1,1,81541,49,2.0408163265306123,6,9,1
2025-09-29,1,2,1,105953,39,5.128205128205128,0,9,0
2025-09-29,2,1,0,23783,35,2.857142857142857,0,9,0
2025-09-29,3,2,1,235347,44,4.545454545454546,0,9,0
2025-09-29,4,2,0,88034,34,5.88235294117647,0,9,0
2025-09-29,5,1,0,107386,48,2.083333333333333,0,9,0
2025-09-29,6,1,1,90224,40,2.5,0,9,0
2025-09-29,7,3,2,344349,47,6.382978723404255,0,9,0
2025-09-29,8,2,1,270003,37,5.405405405405405,0,9,0
2025-09-29,10,2,2,189931,46,4.3478260869565215,0,9,0
2025-09-29,11,2,1,149588,44,4.545454545454546,0,9,0
2025-09-30,1,2,1,105953,39,5.128205128205128,1,9,0
2025-09-30,2,3,2,171231,35,8.571428571428571,1,9,0
2025-09-30,3,2,1,235347,44,4.545454545454546,1,9,0
2025-09-30,4,1,0,40017,34,2.941176470588235,1,9,0
2025-09-30,5,1,0,107386,48,2.083333333333333,1,9,0
2025-09-30,6,2,1,133085,40,5.0,1,9,0
2025-09-30,7,2,2,206686,47,4.25531914893617,1,9,0
2025-09-30,8,2,1,270003,37,5.405405405405405,1,9,0
2025-09-30,10,2,1,224922,46,4.3478260869565215,1,9,0
2025-09-30,11,2,1,149588,44,4.545454545454546,1,9,0
2025-09-30,12,1,0,145944,49,2.0408163265306123,1,9,0
2025-10-01,1,1,0,76921,39,2.564102564102564,2,10,0
2025-10-01,2,4,3,267640,35,11.428571428571429,2,10,0
2025-10-01,3,1,0,89297,44,2.272727272727273,2,10,0
2025-10-01,4,1,0,40017,34,2.941176470588235,2,10,0
2025-10-01,5,1,0,107386,48,2.083333333333333,2,10,0
2025-10-01,6,2,1,133085,40,5.0,2,10,0
2025-10-01,7,2,2,230221,47,4.25531914893617,2,10,0
2025-10-01,8,2,1,270003,37,5.405405405405405,2,10,0
2025-10-01,10,1,0,138721,46,2.1739130434782608,2,10,0
2025-10-01,11,1,1,15470,44,2.272727272727273,2,10,0
2025-10-01,12,1,0,145944,49,2.0408163265306123,2,10,0
2025-10-02,1,2,1,153786,39,5.128205128205128,3,10,0
2025-10-02,2,3,3,243857,35,8.571428571428571,3,10,0
2025-10-02,3,1,0,89297,44,2.272727272727273,3,10,0
2025-10-02,4,1,0,40017,34,2.941176470588235,3,10,0
2025-10-02,5,1,0,107386,48,2.083333333333333,3,10,0
2025-10-02,6,2,1,133085,40,5.0,3,10,0
2025-10-02,7,2,2,230221,47,4.25531914893617,3,10,0
2025-10-02,8,3,2,290865,37,8.108108108108109,3,10,0
2025-10-02,9,2,1,168589,37,5.405405405405405,3,10,0
2025-10-02,10,1,0,138721,46,2.1739130434782608,3,10,0
2025-10-02,11,1,1,15470,44,2.272727272727273,3,10,0
2025-10-02,12,1,0,145944,49,2.0408163265306123,3,10,0
2025-10-03,1,2,1,153786,39,5.128205128205128,4,10,0
2025-10-03,2,3,2,361592,35,8.571428571428571,4,10,0
2025-10-03,4,1,0,40017,34,2.941176470588235,4,10,0
2025-10-03,5,1,0,107386,48,2.083333333333333,4,10,0
2025-10-03,6,1,0,42861,40,2.5,4,10,0
2025-10-03,7,3,2,244073,47,6.382978723404255,4,10,0
2025-10-03,8,3,2,290865,37,8.108108108108109,4,10,0
2025-10-03,9,2,1,168589,37,5.405405405405405,4,10,0
2025-10-03,10,1,0,138721,46,2.1739130434782608,4,10,0
2025-10-03,12,1,0,145944,49,2.0408163265306123,4,10,0
2025-10-04,1,3,1,211827,39,7.6923076923076925,5,10,1
2025-10-04,2,3,2,361592,35,8.571428571428571,5,10,1
2025-10-04,4,1,0,40017,34,2.941176470588235,5,10,1
2025-10-04,5,2,1,149246,48,4.166666666666666,5,10,1
2025-10-04,6,1,0,42861,40,2.5,5,10,1
2025-10-04,7,3,2,244073,47,6.382978723404255,5,10,1
2025-10-04,8,2,1,270003,37,5.405405405405405,5,10,1
2025-10-04,9,2,1,168589,37,5.405405405405405,5,10,1
2025-10-04,12,1,0,145944,49,2.0408163265306123,5,10,1
2025-10-05,1,3,1,211827,39,7.6923076923076925,6,10,1
2025-10-05,2,2,1,219559,35,5.714285714285714,6,10,1
2025-10-05,4,2,1,78903,34,5.88235294117647,6,10,1
2025-10-05,5,4,2,327407,48,8.333333333333332,6,10,1
2025-10-05,6,2,0,69729,40,5.0,6,10,1
2025-10-05,7,3,2,244073,47,6.382978723404255,6,10,1
2025-10-05,9,2,1,168589,37,5.405405405405405,6,10,1
2025-10-05,11,2,1,101853,44,4.545454545454546,6,10,1
2025-10-05,12,1,0,145944,49,2.0408163265306123,6,10,1
2025-10-06,1,3,1,211827,39,7.6923076923076925,0,10,0
2025-10-06,2,1,0,123150,35,2.857142857142857,0,10,0
2025-10-06,4,2,1,78903,34,5.88235294117647,0,10,0
2025-10-06,5,3,2,220021,48,6.25,0,10,0
2025-10-06,6,3,1,173367,40,7.5,0,10,0
2025-10-06,7,4,2,259356,47,8.51063829787234,0,10,0
2025-10-06,9,1,1,83349,37,2.7027027027027026,0,10,0
2025-10-06,11,2,1,101853,44,4.545454545454546,0,10,0
2025-10-06,12,1,0,145944,49,2.0408163265306123,0,10,0
2025-10-07,1,3,1,211827,39,7.6923076923076925,1,10,0
2025-10-07,4,2,1,78903,34,5.88235294117647,1,10,0
2025-10-07,5,3,2,220021,48,6.25,1,10,0
2025-10-07,6,3,1,173367,40,7.5,1,10,0
2025-10-07,7,4,2,259356,47,8.51063829787234,1,10,0
2025-10-07,9,1,1,83349,37,2.7027027027027026,1,10,0
2025-10-07,11,3,1,185665,44,6.8181818181818175,1,10,0
2025-10-07,12,1,0,145944,49,2.0408163265306123,1,10,0
2025-10-08,1,2,1,134906,39,5.128205128205128,2,10,0
2025-10-08,3,1,1,22325,44,2.272727272727273,2,10,0
2025-10-08,4,3,3,148119,34,8.823529411764707,2,10,0
2025-10-08,5,4,3,235154,48,8.333333333333332,2,10,0
2025-10-08,6,2,1,130506,40,5.0,2,10,0
